country,iso3,g.whoregion,row.rank.ret,year.ret,source.ret,all.areas.covered.ret,area.desc.ret,surv.quality.ret,dst.rlt.ret,mdr.ret,mdr.ret.pcnt,mdr.ret.pcnt.lo,mdr.ret.pcnt.hi,dr.r.nh.ret,dr.r.nh.ret.pcnt,dr.r.nh.ret.pcnt.lo,dr.r.nh.ret.pcnt.hi,xpert.ret,xpert.dr.r.ret,xpert.dr.r.ret.pcnt,xpert.dr.r.ret.pcnt.lo,xpert.dr.r.ret.pcnt.hi,r.rlt.ret,rr.ret,rr.ret.pcnt,rr.ret.pcnt.lo,rr.ret.pcnt.hi,dst.rlt.hr.ret,dst.rlt.hr.ret.pcnt,dst.rlt.hr.ret.pcnt.lo,dst.rlt.hr.ret.pcnt.hi,dst.rlt.rr.ret,dst.rlt.rr.ret.pcnt,dst.rlt.rr.ret.pcnt.lo,dst.rlt.rr.ret.pcnt.hi
Estonia,EST,EUR,14,2007,pre-2010 TME data collection,1,,A,65,28,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,15,2006,pre-2010 TME data collection,1,,A,68,16,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,16,2005,Surveillance,1,,A,71,37,,,,0,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,17,2004,Surveillance,1,,A,94,39,,,,0,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,18,2003,Surveillance,1,,A,103,55,,,,0,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,19,2002,Surveillance,1,,A,159,75,,,,1,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,20,2001,Surveillance,1,,A,205,105,,,,1,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,21,2000,Surveillance,1,,A,117,53,,,,0,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,22,1999,Surveillance,1,,A,89,43,,,,0,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,23,1998,Surveillance,1,,A,82,31,,,,1,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,EUR,24,1994,Survey,1,,A,26,,19.23,6.55,39.35,,0,0,10.88,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,AFR,1,2019,Surveillance,1,,R,,339,,,,,,,,,,,,,3243,383,,,,339,,,,383,,,
Ethiopia,ETH,AFR,2,2018,Surveillance,1,,A,250,48,,,,,,,,,,,,,3118,484,,,,48,,,,48,,,
Ethiopia,ETH,AFR,3,2018,Survey,1,,A,176,,8.52,4.69,12.35,,,,,,,,,,231,,7.49,4.03,10.95,,13.64,8.68,18.59,,9.3,5,13.61
Ethiopia,ETH,AFR,4,2005,Survey,1,,A,76,,11.84,5.56,21.29,,2.63,0.32,9.18,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,1,2017,Surveillance,1,,A,3,1,,,,,,,,,,,,,3,2,,,,2,,,,2,,,
Finland,FIN,EUR,2,2016,Surveillance,1,,A,6,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,3,2015,Surveillance,1,,A,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,4,2014,Surveillance,1,,A,5,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,5,2013,Surveillance,1,,A,5,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,6,2012,Surveillance,1,,A,14,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,7,2011,Surveillance,1,,A,8,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,8,2010,Surveillance,1,,A,8,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,9,2009,Surveillance,1,,A,6,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,10,2008,Surveillance,1,,A,9,0,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,11,2007,pre-2010 TME data collection,1,,A,8,0,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,12,2006,pre-2010 TME data collection,1,,A,15,1,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,13,2005,Surveillance,1,,A,22,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,14,2004,Surveillance,1,,A,12,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,15,2003,Surveillance,1,,A,24,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,16,2002,Surveillance,1,,A,18,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,17,2001,Surveillance,1,,A,26,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,18,2000,Surveillance,1,,A,29,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,19,1999,Surveillance,1,,A,27,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,20,1997,Surveillance,1,,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,WPR,1,2020,Surveillance,1,,A,0,0,,,,,,,,,,,,,6,0,,,,0,,,,0,,,
Fiji,FJI,WPR,2,2019,Surveillance,1,,A,,,,,,,,,,,,,,,4,1,,,,,,,,,,,
Fiji,FJI,WPR,3,2018,Surveillance,1,,A,1,0,,,,,,,,,,,,,9,0,,,,0,,,,0,,,
Fiji,FJI,WPR,4,2017,Surveillance,1,,A,1,1,,,,,,,,,,,,,3,1,,,,1,,,,1,,,
Fiji,FJI,WPR,5,2006,pre-2010 TME data collection,1,,A,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,1,2014,Surveillance,1,,A,288,30,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,2,2009,Surveillance,1,,A,106,14,,,,1,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,3,2008,pre-2010 TME data collection,1,,A,104,10,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,4,2007,Surveillance,1,,A,102,7,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,5,2006,pre-2010 TME data collection,1,,A,110,11,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,6,2005,Surveillance,1,,A,112,8,,,,1,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,7,2004,Surveillance,1,,A,137,11,,,,1,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,8,2003,Surveillance,1,,A,118,9,,,,4,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,9,2002,Surveillance,1,,A,92,10,,,,4,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,10,2001,Surveillance,1,,A,102,4,,,,1,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,11,2000,Surveillance,1,,A,82,7,,,,2,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,12,1999,Surveillance,1,,A,106,9,,,,1,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,13,1997,Surveillance,1,,A,65,2,,,,2,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,14,1996,Surveillance,1,,A,195,8,,,,5,,,,,,,,,,,,,,,,,,,,,
Micronesia (Federated States of),FSM,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,AFR,1,2019,Surveillance,1,,R,43,43,,,,,,,,,,,,,212,48,,,,,,,,,,,
Gabon,GAB,AFR,2,2018,Surveillance,1,,R,285,,,,,,,,,,,,,,285,45,,,,45,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,1,2019,Surveillance,1,,A,122,3,,,,,,,,,,,,,123,4,,,,8,,,,4,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2,2018,Surveillance,1,,A,150,7,,,,,,,,,,,,,151,8,,,,19,,,,8,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,3,2017,Surveillance,1,,A,128,4,,,,,,,,,,,,,128,6,,,,10,,,,6,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,4,2015,Surveillance,1,,A,145,5,,,,0,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,5,2014,Surveillance,1,,A,165,6,,,,0,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,6,2013,Surveillance,1,,A,193,7,,,,3,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,7,2012,Surveillance,1,,A,244,14,,,,2,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,8,2011,Surveillance,1,,A,231,13,,,,1,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,9,2009,Surveillance,1,,A,362,11,,,,3,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,10,2008,pre-2010 TME data collection,1,,A,186,7,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,11,2007,Surveillance,1,,A,251,14,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,12,2006,pre-2010 TME data collection,1,,A,255,13,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,13,2005,Surveillance,1,,A,271,7,,,,2,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,14,2004,Surveillance,1,,A,259,6,,,,1,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,15,2003,Surveillance,1,,A,256,6,,,,2,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,16,2002,Surveillance,1,,A,293,8,,,,3,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,17,2001,Surveillance,1,,A,243,7,,,,0,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,18,2000,Surveillance,1,,A,237,10,,,,3,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,19,1999,Surveillance,1,,A,220,6,,,,2,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,20,1997,Surveillance,1,,A,189,25,,,,0,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,21,1995,Surveillance,1,,A,148,25,,,,1,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,1001,1997,Surveillance,0,Scotland,A,8,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,EUR,1,2020,Surveillance,1,,A,212,65,,,,,,,,,,,,,291,77,,,,87,,,,68,,,
Georgia,GEO,EUR,2,2019,Surveillance,1,,A,294,108,,,,,,,,,,,,,433,139,,,,125,,,,115,,,
Georgia,GEO,EUR,3,2018,Surveillance,1,,A,222,74,,,,,,,,,,,,,443,137,,,,92,,,,79,,,
Georgia,GEO,EUR,4,2017,Surveillance,1,,A,375,133,,,,,,,,,,,,,537,161,,,,162,,,,135,,,
Georgia,GEO,EUR,5,2016,Surveillance,1,,A,405,154,,,,5,,,,218,33,,,,,,,,,,,,,,,,
Georgia,GEO,EUR,6,2015,Surveillance,1,,A,479,186,,,,4,,,,144,15,,,,,,,,,,,,,,,,
Georgia,GEO,EUR,7,2014,Surveillance,1,,A,503,197,,,,7,,,,122,12,,,,,,,,,,,,,,,,
Georgia,GEO,EUR,8,2013,Surveillance,1,,A,527,201,,,,0,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,EUR,9,2012,Surveillance,1,,A,541,169,,,,3,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,EUR,10,2011,Surveillance,1,,A,675,214,,,,9,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,EUR,11,2010,Surveillance,1,,A,558,171,,,,3,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,EUR,12,2009,Surveillance,1,,A,594,185,,,,4,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,EUR,13,2006,Survey,1,,A,515,,27.38,23.04,32.29,,1.17,0.43,2.54,,,,,,,,,,,,,,,,,,
Ghana,GHA,AFR,1,2020,Surveillance,1,,A,619,9,,,,,,,,,,,,,619,30,,,,11,,,,30,,,
Ghana,GHA,AFR,2,2019,Surveillance,1,,A,37,37,,,,,,,,,,,,,624,37,,,,37,,,,37,,,
Ghana,GHA,AFR,3,2018,Surveillance,1,,A,136,50,,,,,,,,,,,,,850,136,,,,50,,,,50,,,
Ghana,GHA,AFR,4,2017,Surveillance,1,,R,146,37,,,,,,,,,,,,,862,146,,,,37,,,,37,,,
Ghana,GHA,AFR,5,2017,Survey,1,,A,,,,,,,,,,73,,7,0.6,13.3,,,,,,,,,,,,,
Ghana,GHA,AFR,6,2015,Surveillance,1,,R,84,71,,,,0,,,,901,0,,,,,,,,,,,,,,,,
Guinea,GIN,AFR,1,2019,Surveillance,1,,R,213,88,,,,,,,,,,,,,415,208,,,,90,,,,208,,,
Guinea,GIN,AFR,2,2018,Surveillance,1,,R,126,126,,,,,,,,,,,,,542,182,,,,126,,,,126,,,
Guinea,GIN,AFR,1001,1998,Survey,0,Sentinel sites,A,32,,28.13,13.75,46.75,,0,0,8.94,,,,,,,,,,,,,,,,,,
Gambia,GMB,AFR,1,2000,Survey,1,,A,15,,0,0,18.1,,0,0,18.1,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,AFR,1,2020,Surveillance,1,,R,,,,,,,,,,,,,,,24,13,,,,,,,,,,,
Equatorial Guinea,GNQ,AFR,1,2020,Surveillance,1,,R,,,,,,,,,,,,,,,119,21,,,,,,,,,,,
Equatorial Guinea,GNQ,AFR,2,2019,Surveillance,1,,R,0,,,,,,,,,,,,,,92,34,,,,,,,,,,,
Equatorial Guinea,GNQ,AFR,3,2018,Surveillance,1,,R,,,,,,,,,,,,,,,87,17,,,,,,,,,,,
Equatorial Guinea,GNQ,AFR,4,2016,Surveillance,1,,R,,,,,,,,,,103,30,,,,,,,,,,,,,,,,
Greece,GRC,EUR,1,2010,Surveillance,1,,A,11,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,EUR,2,2009,Surveillance,1,,A,14,4,,,,1,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,EUR,3,2007,Surveillance,1,,A,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,EUR,4,2006,pre-2010 TME data collection,1,,A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,EUR,1,2018,Surveillance,1,,A,,,,,,,,,,,,,,,5,0,,,,,,,,,,,
Guatemala,GTM,AMR,1,2019,Surveillance,1,,R,39,14,,,,,,,,,,,,,213,25,,,,27,,,,14,,,
Guatemala,GTM,AMR,2,2002,Survey,1,,A,155,,26.45,19.7,34.13,,2.58,0.71,6.48,,,,,,,,,,,,,,,,,,
Guam,GUM,WPR,1,2020,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,0,,,,1,,,,0,,,
Guam,GUM,WPR,2,2018,Surveillance,1,,A,3,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,
Guam,GUM,WPR,3,2017,Surveillance,1,,A,1,1,,,,,,,,,,,,,1,1,,,,1,,,,1,,,
Guam,GUM,WPR,4,2016,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Guam,GUM,WPR,5,2012,Surveillance,1,,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Guam,GUM,WPR,6,2011,Surveillance,1,,A,2,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,
Guam,GUM,WPR,7,2010,Surveillance,1,,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,WPR,8,2009,Surveillance,1,,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,WPR,9,2008,pre-2010 TME data collection,1,,A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,WPR,10,2007,pre-2010 TME data collection,1,,A,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,WPR,11,2006,pre-2010 TME data collection,1,,A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,WPR,12,2005,pre-2010 TME data collection,1,,A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,WPR,13,2004,pre-2010 TME data collection,1,,A,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,AMR,1,2019,Surveillance,1,,A,0,0,,,,,,,,,,,,,84,4,,,,0,,,,0,,,
Guyana,GUY,AMR,2,2017,Surveillance,1,,A,0,0,,,,,,,,,,,,,73,9,,,,0,,,,0,,,
Guyana,GUY,AMR,3,2016,Surveillance,1,,R,0,0,,,,0,,,,52,9,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,1,2020,Surveillance,1,,A,159,1,,,,,,,,,,,,,159,2,,,,10,,,,2,,,
"China, Hong Kong SAR",HKG,WPR,2,2019,Surveillance,1,,A,176,5,,,,,,,,,,,,,176,5,,,,29,,,,5,,,
"China, Hong Kong SAR",HKG,WPR,3,2017,Surveillance,1,,A,194,8,,,,,,,,,,,,,194,9,,,,22,,,,9,,,
"China, Hong Kong SAR",HKG,WPR,4,2011,Surveillance,1,,A,207,6,,,,1,,,,0,0,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,5,2009,Surveillance,1,,A,234,6,,,,0,,,,,,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,6,2008,Surveillance,1,,A,310,10,,,,,,,,,,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,7,2007,Surveillance,1,,A,335,6,,,,0,,,,,,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,8,2005,Surveillance,1,,A,163,13,,,,3,,,,,,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,9,2004,Surveillance,1,,A,373,14,,,,1,,,,,,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,10,2001,Surveillance,1,,A,169,19,,,,0,,,,,,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,11,2000,Surveillance,1,,A,207,19,,,,0,,,,,,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,12,1999,Surveillance,1,,A,220,17,,,,0,,,,,,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,13,1998,Surveillance,1,,A,266,30,,,,4,,,,,,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,14,1997,Surveillance,1,,A,314,24,,,,5,,,,,,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,15,1996,Surveillance,1,,A,783,75,,,,16,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,AMR,1,2020,Surveillance,1,,R,26,0,,,,,,,,,,,,,93,7,,,,0,,,,7,,,
Honduras,HND,AMR,2,2018,Surveillance,1,,R,104,3,,,,,,,,,,,,,222,7,,,,4,,,,10,,,
Honduras,HND,AMR,3,2017,Surveillance,1,,R,112,6,,,,,,,,,,,,,202,8,,,,10,,,,14,,,
Honduras,HND,AMR,4,2004,Survey,1,,A,73,,12.33,5.8,22.12,,8.22,3.08,17.04,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,1,2018,Surveillance,1,,A,16,1,,,,,,,,,,,,,16,1,,,,1,,,,1,,,
Croatia,HRV,EUR,2,2015,Surveillance,1,,A,21,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,3,2014,Surveillance,1,,A,29,2,,,,0,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,4,2013,Surveillance,1,,A,14,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,5,2012,Surveillance,1,,A,28,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,6,2011,Surveillance,1,,A,40,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,7,2006,pre-2010 TME data collection,1,,A,82,2,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,8,2005,Surveillance,1,,A,61,3,,,,0,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,9,2004,Surveillance,1,,A,88,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,10,2003,Surveillance,1,,A,105,4,,,,1,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,11,2002,Surveillance,1,,A,97,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,12,2001,Surveillance,1,,A,93,3,,,,1,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,13,2000,Surveillance,1,,A,99,1,,,,2,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,14,1999,Surveillance,1,,A,93,2,,,,1,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,EUR,1,2020,Surveillance,1,,A,21,3,,,,,,,,,,,,,21,5,,,,5,,,,5,,,
Hungary,HUN,EUR,2,2010,Surveillance,1,,A,86,7,,,,0,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,EUR,3,2009,Surveillance,1,,A,49,4,,,,0,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,SEA,1,2018,Survey,1,,A,,,,,,,,,,,,,,,532,,13,9,18.2,,,,,,,,
Indonesia,IDN,SEA,2,2017,Surveillance,1,,R,1778,1356,,,,,,,,,,,,,16660,3882,,,,1418,,,,1628,,,
Indonesia,IDN,SEA,1001,2010,Survey,0,East Java Province,A,155,,9.7,5.7,13.7,,1.9,0,4.1,,,,,,,,,,,,,,,,,,
Indonesia,IDN,SEA,1002,2006,Survey,0,Central Java province,A,70,,17.1,8.1,26.2,,4.6,0,10,,,,,,,,,,,,,,,,,,
India,IND,SEA,1,2020,Surveillance,1,,A,32845,1175,,,,,,,,,,,,,102523,5944,,,,3723,,,,1977,,,
India,IND,SEA,2,2019,Surveillance,1,,R,109762,5323,,,,,,,,,,,,,131162,18100,,,,12652,,,,5654,,,
India,IND,SEA,3,2016,Survey,1,,A,1893,,11.6,10.2,13.2,,,,,1896,,11.6,10,13.2,1893,,11.7,10.3,13.2,,25.1,23.1,27.1,,11.7,10.3,13.2
India,IND,SEA,4,2015,Surveillance,1,,R,91707,11120,,,,3039,,,,100659,13677,,,,,,,,,,,,,,,,
India,IND,SEA,1001,2009,Survey,0,Andhra Pradesh State,A,917,,11.9,9.5,14.4,,1.5,0.7,2.4,,,,,,,,,,,,,,,,,,
India,IND,SEA,1002,2006,Survey,0,Gujarat State,A,1047,,17.38,14.95,20.1,,0.76,0.33,1.51,,,,,,,,,,,,,,,,,,
India,IND,SEA,1003,1997,Survey,0,Tamil Nadu State,A,16,,25,7.27,52.38,,0,0,17.08,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,1,2020,Surveillance,1,,R,3,0,,,,,,,,,,,,,6,0,,,,0,,,,0,,,
Ireland,IRL,EUR,2,2019,Surveillance,1,,R,9,1,,,,,,,,,,,,,9,1,,,,1,,,,1,,,
Ireland,IRL,EUR,3,2018,Surveillance,1,,R,7,0,,,,,,,,,,,,,8,1,,,,0,,,,0,,,
Ireland,IRL,EUR,4,2015,Surveillance,1,,A,10,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,5,2014,Surveillance,1,,A,12,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,6,2013,Surveillance,1,,A,12,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,7,2012,Surveillance,1,,A,17,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,8,2011,Surveillance,1,,A,14,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,9,2010,Surveillance,1,,A,24,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,10,2009,Surveillance,1,,A,30,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,11,2007,pre-2010 TME data collection,1,,A,15,2,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,12,2006,pre-2010 TME data collection,1,,A,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,13,2005,Surveillance,1,,A,10,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,14,2004,Surveillance,1,,A,9,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,15,2003,Surveillance,1,,A,10,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,16,2002,Surveillance,1,,A,11,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,17,2001,Surveillance,1,,A,14,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,18,2000,Surveillance,1,,A,26,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,19,1999,Surveillance,1,,A,22,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Iran (Islamic Republic of),IRN,EMR,1,2016,Surveillance,1,,R,434,22,,,,14,,,,0,0,,,,,,,,,,,,,,,,
Iran (Islamic Republic of),IRN,EMR,2,2014,Survey,1,,A,107,,12.4,6.2,18.5,,0,0,3.4,,,,,,,,,,,,,,,,,,
Iran (Islamic Republic of),IRN,EMR,3,1998,Survey,1,,A,56,,48.21,34.66,61.97,,1.79,0.05,9.55,,,,,,,,,,,,,,,,,,
Iraq,IRQ,EMR,1,2020,Surveillance,1,,R,143,49,,,,,,,,,,,,,143,68,,,,67,,,,68,,,
Iraq,IRQ,EMR,2,2018,Surveillance,1,,R,76,37,,,,,,,,,,,,,244,44,,,,46,,,,37,,,
Iraq,IRQ,EMR,3,2017,Surveillance,1,,R,301,95,,,,,,,,,,,,,301,90,,,,164,,,,134,,,
Iraq,IRQ,EMR,4,2013,Survey,1,,A,154,,19.7,12.5,26.8,,4.3,1.6,9.1,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,1,2017,Surveillance,1,,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,
Iceland,ISL,EUR,2,2016,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,3,2015,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,4,2014,Surveillance,1,,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,5,2013,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,6,2012,Surveillance,1,,A,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,7,2011,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,8,2010,Surveillance,1,,A,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,
